#OTU ID	S1_18	S2_18	S3_18	S4_18	S5_18	S6_18	S7_18	S8_18	S9_18	S10_18	S11_18	S12_18	S13_18	S14_18	sum taxonomy
forward_16S_688	0	1	1	0	0	0	7	1	0	1	0	0	0	2	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin511
forward_16S_689	0	1	0	1	0	0	9	0	0	1	0	0	0	1	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia sp. URHD0026
forward_16S_690	0	1	0	0	0	0	11	0	0	0	0	0	0	1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
forward_16S_691	0	0	7	2	0	0	0	0	1	3	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_692	0	0	2	0	0	0	9	0	0	0	1	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_693	0	0	2	3	0	0	3	1	1	0	2	0	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;
forward_16S_694	0	0	1	1	1	6	0	0	0	0	1	1	0	2	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;;
forward_16S_695	0	0	1	0	0	0	8	0	0	2	1	0	1	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_696	0	0	1	1	4	1	0	0	0	0	1	2	3	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin507
forward_16S_697	0	0	1	0	4	0	2	0	0	0	2	0	4	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_698	0	0	1	1	3	3	0	0	3	0	0	1	0	1	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;
forward_16S_699	0	0	0	1	0	0	7	4	1	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;
forward_16S_700	0	0	0	1	0	0	12	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;;;;
forward_16S_701	0	0	0	0	13	0	0	0	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Enterobacterales;;;
forward_16S_702	0	0	0	0	12	0	0	0	0	0	0	1	0	0	Acidobacteria;NA;NA;NA;Luteitalea;Luteitalea pratensis
forward_16S_703	0	0	0	0	12	1	0	0	0	0	0	0	0	0	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;Sphingobacteriales bacterium TP524
forward_16S_704	0	0	0	0	10	0	1	0	0	0	0	2	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_705	0	0	0	0	10	0	0	0	0	0	0	3	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_706	0	0	0	0	9	4	0	0	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;
forward_16S_707	0	0	0	0	8	5	0	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Thiobacter;Thiobacter sp. enrichment culture clone 35Fe79
forward_16S_708	0	0	0	0	7	6	0	0	0	0	0	0	0	0	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;
forward_16S_709	0	0	0	0	3	0	5	0	3	1	0	0	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;
forward_16S_710	0	0	0	0	1	11	0	0	0	0	0	1	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;
forward_16S_711	0	0	0	0	0	0	13	0	0	0	0	0	0	0	;;;;;
forward_16S_712	0	0	0	0	0	0	10	0	0	0	0	0	3	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;unidentified eubacterium RB35
forward_16S_713	12	0	0	0	0	0	0	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_714	11	0	0	0	0	0	0	0	0	0	0	0	1	0	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;
forward_16S_715	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_716	6	0	1	0	0	0	3	0	0	0	0	0	2	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_717	6	0	0	0	0	0	3	0	0	0	0	1	2	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_718	5	0	0	1	0	0	2	0	0	0	3	0	1	0	;;;;;
forward_16S_719	5	0	0	0	0	0	2	0	0	0	0	0	5	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;;
forward_16S_720	4	1	0	0	0	0	1	0	1	0	0	2	3	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. URHD0085
forward_16S_721	4	0	1	1	0	0	2	0	0	0	4	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_722	4	1	1	0	1	0	0	0	2	1	2	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Aquabacterium;Aquabacterium sp.
forward_16S_723	3	0	1	0	1	0	1	0	2	2	1	0	0	1	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;
forward_16S_724	3	0	0	3	2	0	0	0	0	0	0	4	0	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin511
forward_16S_725	3	0	0	2	0	0	0	1	1	1	1	1	0	2	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;
forward_16S_726	3	0	0	3	0	0	2	0	0	2	1	0	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;
forward_16S_727	3	2	0	2	0	0	1	0	1	1	1	0	0	1	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. I12A-02639
forward_16S_728	2	0	0	0	0	0	10	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_729	2	0	1	0	0	0	4	0	0	0	1	2	2	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_730	2	0	0	0	0	1	0	2	0	0	0	0	0	7	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_731	2	0	0	0	6	0	0	0	0	0	1	3	0	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin511
forward_16S_732	2	0	0	0	0	0	5	0	1	0	0	0	4	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_733	2	0	1	0	0	1	3	1	0	0	4	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_734	2	0	0	0	0	0	0	0	0	0	0	0	10	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;Brevitalea deliciosa
forward_16S_735	2	2	0	0	0	0	1	6	0	0	0	0	0	1	Bacteroidetes;;;;;
forward_16S_736	2	0	0	2	0	0	5	0	0	0	1	0	2	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. URHD0085
forward_16S_737	2	3	4	0	0	0	0	1	1	0	0	0	0	1	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_738	2	1	2	0	0	0	3	0	0	0	1	0	3	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_739	2	0	0	0	7	0	0	0	0	0	1	2	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_740	2	0	2	3	0	0	3	0	0	1	1	0	0	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;;;
forward_16S_741	2	2	0	0	0	0	1	4	1	2	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_742	2	0	0	0	0	0	7	1	1	0	1	0	0	0	Firmicutes;Bacilli;Bacillales;;;
forward_16S_743	1	0	2	0	0	5	0	0	1	0	1	1	1	0	Proteobacteria;Gammaproteobacteria;;;;
forward_16S_744	1	0	1	7	1	0	0	0	0	0	1	0	1	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_745	1	0	0	0	6	4	0	0	0	0	0	0	1	0	
forward_16S_746	1	0	0	1	0	0	10	0	0	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;;
forward_16S_747	1	0	1	2	0	0	2	1	3	0	2	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_748	1	0	0	2	0	0	9	0	0	0	0	0	0	0	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aerophilus
forward_16S_749	1	0	1	0	0	0	8	0	1	0	1	0	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;Brevitalea deliciosa
forward_16S_750	1	0	0	0	8	0	0	0	0	0	0	2	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_751	1	1	0	0	0	0	0	7	2	0	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_752	1	5	1	2	0	0	1	0	0	2	0	0	0	0	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;;
forward_16S_753	1	1	1	3	2	0	4	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira sp. 17SS
forward_16S_754	1	0	1	1	0	1	4	0	0	1	1	0	1	1	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;
forward_16S_755	1	0	0	3	0	0	6	0	0	0	0	0	2	0	Proteobacteria;;;;;
forward_16S_756	0	8	0	0	0	0	0	4	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_757	0	6	0	0	0	0	0	4	0	0	1	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_758	0	4	0	0	0	0	0	0	4	0	0	0	0	4	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_759	0	3	0	1	0	0	4	1	1	2	0	0	0	0	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;;
forward_16S_760	0	2	2	1	1	0	0	2	3	0	0	0	0	1	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter ginsenosidimutans
forward_16S_761	0	2	0	4	0	1	2	1	0	0	1	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;;
forward_16S_762	0	1	0	0	11	0	0	0	0	0	0	0	0	0	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;;
forward_16S_763	0	1	0	1	0	0	9	0	0	0	0	0	1	0	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;;
forward_16S_764	0	1	1	5	0	0	3	0	1	0	0	0	0	1	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. L1961
forward_16S_765	0	1	0	0	1	0	0	5	0	0	1	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;;
forward_16S_766	0	0	5	0	5	2	0	0	0	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;
forward_16S_767	0	0	3	0	2	3	0	0	0	0	0	0	4	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
forward_16S_768	0	0	3	0	2	0	5	0	0	0	2	0	0	0	Chloroflexi;Thermomicrobia;;;;
forward_16S_769	0	0	1	0	0	0	11	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;
forward_16S_770	0	0	1	6	1	0	0	0	0	1	0	3	0	0	Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;myxobacterium AT3-03
forward_16S_771	0	0	0	3	0	0	3	3	2	1	0	0	0	0	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aquaticus
forward_16S_772	0	0	0	3	0	0	9	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;NA;Geodermatophilaceae bacterium CIBE-G2
forward_16S_773	0	0	0	2	8	1	0	0	0	0	0	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_774	0	0	0	2	0	0	10	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. Tianshan46-1
forward_16S_775	0	0	0	0	12	0	0	0	0	0	0	0	0	0	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA;Verrucomicrobiaceae bacterium DC2c-37
forward_16S_776	0	0	0	0	12	0	0	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
forward_16S_777	0	0	0	0	12	0	0	0	0	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;
forward_16S_778	0	0	0	0	12	0	0	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_779	0	0	0	0	12	0	0	0	0	0	0	0	0	0	;;;;;
forward_16S_780	0	0	0	0	12	0	0	0	0	0	0	0	0	0	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;Sphingobacteriales bacterium TP524
forward_16S_781	0	0	0	0	11	0	0	0	0	0	0	1	0	0	Proteobacteria;Alphaproteobacteria;Rhodospirillales;;;
forward_16S_782	0	0	0	0	11	0	0	0	0	0	0	1	0	0	Acidobacteria;Blastocatellia;;;Stenotrophobacter;Stenotrophobacter terrae
forward_16S_783	0	0	0	0	10	0	0	0	0	0	0	2	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
forward_16S_784	0	0	0	0	10	0	0	0	0	0	0	2	0	0	Proteobacteria;Gammaproteobacteria;NA;NA;NA;gamma proteobacterium SCGC AAA007-P21
forward_16S_785	0	0	0	0	8	4	0	0	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;
forward_16S_786	0	0	0	0	6	6	0	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. enrichment culture clone VanCtr42
forward_16S_787	0	0	0	0	5	6	0	0	0	0	0	1	0	0	Proteobacteria;Gammaproteobacteria;;;;
forward_16S_788	0	0	0	0	5	7	0	0	0	0	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;;
forward_16S_789	0	0	0	0	1	6	4	0	0	0	0	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_790	0	0	0	0	0	0	12	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. SD2-6
forward_16S_791	0	0	0	0	0	0	12	0	0	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium sp. Ma5
forward_16S_792	0	0	0	0	0	0	12	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_793	0	0	0	0	0	0	12	0	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
forward_16S_794	0	0	0	0	0	0	12	0	0	0	0	0	0	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;
forward_16S_795	0	0	0	0	0	0	10	0	0	0	0	0	2	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca
forward_16S_796	0	0	0	0	0	0	0	12	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_797	0	0	0	0	0	0	0	2	0	10	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;
forward_16S_798	0	0	0	0	0	0	0	0	0	12	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_799	7	0	1	2	0	0	0	0	0	0	0	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_800	6	0	3	0	0	0	0	0	0	0	2	0	0	0	Firmicutes;;;;;
forward_16S_801	4	0	0	0	0	1	6	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_802	3	0	1	1	2	0	0	0	0	0	3	1	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_803	3	0	0	3	0	0	3	0	0	0	1	1	0	0	Planctomycetes;Planctomycetia;NA;NA;NA;Planctomycetia bacterium LP82
forward_16S_804	3	0	0	0	0	0	2	0	0	0	2	0	3	1	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;;
forward_16S_805	3	0	0	7	0	0	0	0	0	0	1	0	0	0	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;;
forward_16S_806	3	0	0	0	6	0	0	0	0	0	2	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;Planctomycete enrichment culture clone Lt-C7
forward_16S_807	3	0	2	1	0	0	2	0	0	0	2	0	1	0	Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;Chthonomonas calidirosea
forward_16S_808	3	0	2	0	0	0	1	0	0	0	3	0	2	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_809	3	0	2	0	0	0	2	3	0	0	0	0	1	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_810	2	0	0	1	0	0	6	0	0	0	1	0	1	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_811	2	0	2	0	3	2	0	0	1	0	0	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_812	2	0	0	6	0	0	0	0	1	0	1	0	0	1	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin506
forward_16S_813	2	0	1	0	6	0	0	0	0	0	1	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_814	2	0	1	1	3	0	0	0	2	0	2	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;;;
forward_16S_815	2	2	1	0	0	0	0	5	1	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_816	2	2	4	0	0	0	1	0	0	1	0	0	0	1	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia;
forward_16S_817	1	0	0	2	0	0	6	0	0	1	0	0	1	0	Planctomycetes;Planctomycetia;NA;NA;NA;Planctomycetia bacterium LP82
forward_16S_818	1	0	0	0	8	0	0	2	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_819	1	0	0	0	5	1	1	0	0	0	0	2	0	1	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_820	1	0	0	0	0	1	6	0	0	0	0	0	3	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
forward_16S_821	1	0	0	0	6	4	0	0	0	0	0	0	0	0	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
